79,呵呵,下周一比赛            ，   看谁跑得快！,None,华泽钴镍,0
376,早先被黑，“遗臭天下”，今次被褒，家喻无晓。不想央视广告，也难！600418在对的时间做对的事，还缺高股价----哈哈哈到那时，不想出名也璀璨。,600418“因祸得福”,股东,江淮汽车,2
468,铺垫趋势抓主力看亮,回档反弹一点趋势成本支撑，铺垫趋势抓主力看亮,None,江淮汽车,1
488,如题,专家有点傻，顺势而为都不知道,None,时代新材,2
559,大盘好天通也不差为什么不顺势而为？,一大波行情却被天通拖住坑了！,股东,天通股份,1
701,推倒重来，方案完善。指日可待。,2014年7月28日：600608上海科技，离重组还远吗,None,格力地产,1
703,风神股份庄家是DSB！,一季报双钱股份0.08元/股现价11.60元,None,风神股份,0
774,风神股份庄家是DSB！,一季报赛轮股份0.22元/股现价12.72元,None,风神股份,0
776,风神股份庄家就是DSB！,一季报佳通0.18元/股现价15.20元,None,风神股份,0
854,大盘都节节高升了，你他妈就是不涨！,有概念 有政策 有利好 有举牌 有合作，你他妈就是不涨。,股东,中兴商业,1
981,私摹通知卖。买将井喷的上海重组第一股600355,私摹通知卖。买将井喷的上海重组第一股600355,None,国中水务,2
1002,什么情况？怎么压单被吃了啊。今天不是不能涨过9毛7么？,什么情况？怎么压单被吃了啊。,None,深振业A,2
1054,没有卖压上冲了,没有卖压上冲了,股东,福瑞股份,1
1055,14.06那里压盘的是白痴吗,14.06那里压盘的是白痴吗,None,九州通,1
1075,从此大步不回头。,从此大步不回头。,股东,永安药业,2
1099,"你们着急卖了,回家给你家买棺材和花圈吗?","你们着急卖了,回家给你家买棺材和花圈吗?",None,国机汽车,2
1129,再来2万手 砸到3.6啊,下面挂了那么多 怎么不砸盘了？哈,股东,华电能源,2
1155,鸟,妈的主力趁大盘上攻出货,None,神州信息,0
1179,最后疯狂地震仓,连续多次压低后拉回,None,当升科技,2
1189,错过了一周大好行情啊,错过了一周大好行情啊,None,合众思壮,2
1203,你兄弟000975银泰资源大涨70%了,你兄弟000975银泰资源大涨70%了,股东,京投银泰,1
1232,1,不会就涨一天吧,股东,华胜天成,0
1273,空头的好日子到头了,空头的好日子到头了,None,洛阳钼业,1
1310,嘎嘎嘎，綠色綠色綠色還不買，散戶們！！！！！,嘎嘎嘎，綠色綠色綠色還不買，散戶們！！！！！,股东,乐凯胶片,1
1410,。但是看好者无数。希望不看好者，一路走好！,大宗交易后，接盘者是否有出逃迹象？,None,久立特材,1
1480,RT,终于解套了！大盘涨一百点一毛都赚到！MD,None,抚顺特钢,1
1542,能不能争气点！,能不能争气点！,None,丹邦科技,1
1700,今天试盘啊，无奈横盘时间太久，套牢盘太多，估计要再震荡下,今天试盘啊，无奈横盘时间太久，套牢盘太多，估计要再震荡下,None,顺鑫农业,2
1787,大家坐稳了，主力准备动作了，别摔下来,大家坐稳了，主力准备动作了，别摔下来,None,国电南自,2
1794,强弩之未,主力，你要是太累了就适当歇一歇吧。我们不会怪你的。,None,广晟有色,0
1874,干死空头,干死空头,None,开滦股份,1
1957,果然是千斤药业，名字不错，让我到卷商握完金，再来抄底吧，哈哈,果然是千斤药业，名字不错，让我到卷商握完金，再来抄底吧，哈哈,None,千金药业,0
1993,欢迎所谓的主力出货,欢迎所谓的主力出货,None,江淮汽车,0
2038,没银行的赶快配置一点 以后银行涨不起  中国股市也完蛋  我剁手,以后是主板天下  银行为王,股东,山东药玻,1
2040,股民的好日子到了 持股等待  别急  尽量少操作 药玻停牌前继续折磨人  等待,大盘已经慢慢升起 抛弃创业板 今后银行为王,股东,山东药玻,1
2072,资源股票的是大底啊,各位现在技术指标已经没有任何意义！别在跑了！资源股票的是大底啊！,None,恒邦股份,1
2077,上周跌停时换仓地产的是头脑灵活的聪明人，到现在会有20%的收益。,上周跌停时换仓地产的是头脑灵活的聪明人，到现在会有20%的收益。,股东,中粮屯河,2
2081,地产还是龙头，管它概念真假，钱往上堆就是龙头,地产还是龙头，管它概念真假，钱往上堆就是龙头,股东,中粮屯河,1
2085,别拉了，时间换空间吧。不然以后给人的印象就是一拉就跑。看你怎么出货。,别拉了，时间换空间吧。不然以后给人的印象就是一拉就跑。看你怎么出货。,None,中粮屯河,0
2149,主力出货坚决。,主力出货坚决。,股东,普洛药业,0
2190,如题,20元见吧！,股东,维尔利,2
2226,今天推荐8股，就187没封住，另外7个都缩量封住,再怎么涨，放量就没戏,None,国中水务,2
2278,哈哈,哈哈，二八转换，梦洁被归类题材股了，当蓝筹持有的惨喽。,None,梦洁家纺,0
2298,炽,站在至低点才是幸福人生！,股东,江山化工,2
2322,获利出局卖！买将井喷的军工重组第一股600355,获利出局卖！买将井喷的军工重组第一股600355,None,新华龙,2
2324,你个王八蛋 没有爆发力,今天我已经介入3分之一仓位了,None,千金药业,2
2340,赶紧进入银行  有色低价板块，踏准节拍 抛弃垃圾,赶紧进入银行  有色低价板块，踏准节拍 抛弃垃圾,None,建设机械,1
2350,有种不要涨！老子就不出！！,有种不要涨！老子就不出！！,None,日上集团,0
2384,还是万向好。,拉高出货,股东,江淮汽车,0
2421,不知何年何月得尝所望,不知何年何月得尝所望[赚大了],None,新纶科技,2
2421,不知何年何月得尝所望,不知何年何月得尝所望[赚大了],None,新纶科技,2
2424,今天洗洗睡了,今天洗洗睡了,None,中粮屯河,2
2425,今天涨停,今天涨停,股东,登云股份,2
2481,击穿地板吧！我好补仓,击穿地板吧！我好补仓,None,国旅联合,1
2494,卖了  大盘暴涨  你MB才涨才1个多点  吃屎去吧,卖了  大盘暴涨  你MB才涨才1个多点  吃屎去吧,股东,宏图高科,0
2510,箱体突破后量持续放大，是已经盘整了很长时间的大突破，各版块轮动明显。此番牛市来势凶猛，还是小心为妙。,各版块轮动 后量放大 牛市来临 小心为妙,None,海澜之家,2
2570,取消90以上户型的政策就是在耍流氓,取消90以上户型的政策就是在耍流氓,None,南京高科,2
2575,守住筹码！！！！,庄家你牛逼，全面控盘，那就更不能卖了,股东,方正电机,1
2607,这节奏,要疯了,股东,华电能源,2
2608,你可以放利空。但有一点，这么多机构，最后还得让它们盈利。如果不让它们赚钱，你的重组定向增发方案可能很难通过。你这样逆大盘横行很久了，确实太恶心了。,死猪，你如何疯狂也不可能打出恐慌筹码,股东,华润双鹤,2
2614,大盘连续暴漲，看著600207着急，拿了4个月了，还套着，看这架勢解套很困难，大盘一旦回調，又得跌下來，少赔出局吧,大盘连续暴漲，看著600207着急，拿了4个月了，还套着，看这架勢解套很困难，大,None,安彩高科,0
2623,都是庄家斯比,昨天买进今天卖出，这叫什么事,None,神州信息,2
2624,奶奶的什么熊样。,之前买的都没解套呢,None,国中水务,0
2643,别人在赚钱，我的却在等解套，痛苦啊，2.80元的成本,别人在赚钱，我的却在等解套，痛苦啊，2.80元的成本,None,南方航空,2
2650,垃圾庄大盘这么好还不拉射等待何时,垃圾庄[不赞]大盘这么好还不拉射等待何时[赚大了],股东,中国医药,1
2652,铺垫尼玛比，艹尼玛的。害死劳资了，听你们这些庄拖的,铺垫尼玛比，艹尼玛的。害死劳资了，听你们这些庄拖的,None,中国医药,2
2778,大盘涨了这么多，海泰有很大的补涨空间，没想到主力还一直打压。佩服啊！！只好再全仓死捂了。 这是最有效的赚钱之一。其他股票涨了太多按了不安全,大盘走牛是正常，本以为海泰会被逼补涨，现看还得捂,股东,海泰发展,1
2778,大盘涨了这么多，海泰有很大的补涨空间，没想到主力还一直打压。佩服啊！！只好再全仓死捂了。 这是最有效的赚钱之一。其他股票涨了太多按了不安全,大盘走牛是正常，本以为海泰会被逼补涨，现看还得捂,股东,海泰发展,1
2779,会不涨停，每天涨个5%-8%。。。,会不涨停，每天涨个5%-8%,股东,三一重工,1
2794,周线是双金叉。两种走势，一种突破颈线回踩，然后逼空。一种明后天诱空回踩再逼Kong。不要对中报寄语厚望了，没什么好消息，因为按照上交所规定大幅预增是要提前20天预告的。战友算算8.8还有几天？请战友交流谢谢,战友注意,股东,*ST新业,2
2828,现在表面看起来很强，但是大盘超买，加上今天房产没起色，下午可能补跌，逢高出，今天002208量太小,主力错过最佳时间突破,None,合肥城建,0
2847,"无亮点的国栋,必须减除枝叶,重点培育有发展前途的主业.否则难改今后的褪势.妄对众多的小股东!!!赞同的顶.",混乱的经营方向何时休!,None,国栋建设,0
2849,吃多点没错,国栋建设被人吃一嘴，大叫一声好便宜的股啊,股东,国栋建设,1
2884,今天利用指数拉高：上午长青就流出资金610万。,今天利用指数拉高：上午长青就流出资金610万。,None,长青股份,0
2898,看看一些基金持有重仓股大涨。。股民们心里不痒痒？,二八时代重现，又一个轮回的到来,股东,金杯电工,2
2913,这股没出息大家也卖了吧,5.28卖了通陈，追入山西证券赚了4%真高兴,None,通程控股,0
2919,千了别涨等我明天卖了东证再涨求求你了东证今早买的现在卖不掉阿希望现在就三点了别动等我哈,亚通今天…,None,亚通股份,1
2926,"这么多人反对金河,庄家肯定不会在近期拉升了,换位想想,被别人骂着还让别人挣钱,脑子肯定有毛病,还更让别人看不起!","这么多人反对金河,庄家肯定不会在近期拉升了,换位想想,被别人骂着还让别人挣钱,脑子肯",None,金河生物,2
2981,开走,开走,股东,时代新材,2
3025,在2级市场上想买小散户的筹码很难，压住盘面的价格直接到 大宗交易里买筹码，价格压制住了大宗交易交易的成本也控制住了,知道为什么主力不 拉高吗,None,中江地产,2
3025,在2级市场上想买小散户的筹码很难，压住盘面的价格直接到 大宗交易里买筹码，价格压制住了大宗交易交易的成本也控制住了,知道为什么主力不 拉高吗,None,中江地产,2
3026,11,下午谁来接力，主力不砸了,None,首钢股份,2
3026,11,下午谁来接力，主力不砸了,None,首钢股份,2
3048,前期许多11手卖出，注意了是卖出，不是买进，从反向思维看，卖出11手的是做多的主力所为，11的寓意要翻倍。注：上述“寓意”本人意淫一把而已。,主力告诉你：前期许多11手卖出的寓意,None,梅花生物,1
3048,前期许多11手卖出，注意了是卖出，不是买进，从反向思维看，卖出11手的是做多的主力所为，11的寓意要翻倍。注：上述“寓意”本人意淫一把而已。,主力告诉你：前期许多11手卖出的寓意,None,梅花生物,1
3066,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,在一波大行情中最可怕的不是不涨，而是别人热点轮换赚80%，你守弱股赚10%,None,建设机械,1
3089,88888,量价齐升？？,股东,上海机场,1
3130,靠,拿下13要一星期吗,None,江淮汽车,2
3148,庄怎么了，拉一下不会死,庄怎么了，拉一下不会死,None,北方创业,1
3233,获利不多，辜负了这大好行情。,不应该这种走势啊，前期主力介入，难道就这样放弃了？,None,中珠控股,1
3298,成本低的估计不少再看看十六估计跌不到的,我的成本才十六不到再看看现在不肉痛,None,高新兴,0
3298,成本低的估计不少再看看十六估计跌不到的,我的成本才十六不到再看看现在不肉痛,None,高新兴,0
3318,这B股连到3个涨停都回不到本,山峰之巅,股东,中文传媒,1
3318,这B股连到3个涨停都回不到本,山峰之巅,股东,中文传媒,1
3373,本来7.7的成本。。,成本被我越搞越高了,None,宁夏建材,1
3375,2.5亿的流通盘，上档竟然有5千手的压单，和中石油有的一拼,简直是乌龟中的极品乌龟,None,宁夏建材,2
3375,2.5亿的流通盘，上档竟然有5千手的压单，和中石油有的一拼,简直是乌龟中的极品乌龟,None,宁夏建材,2
3410,从近期卖单看，每天有135000股卖单挂着，居然也能压着股价。,有小庄在压盘,None,三力士,1
3415,"无奈的是碰上了众多达摩,一起玩儿吧.和气生财.",庄家的手法已经很老道了,None,长春经开,2
3452,让唱空的狗，自娱自乐，不要发表看法。,提议大家不看唱空狗的帖,None,S佳通,1
3452,让唱空的狗，自娱自乐，不要发表看法。,提议大家不看唱空狗的帖,None,S佳通,1
3454,哎!虽赚还是亏，看好的几个股都涨30%了。,关了半月一个板都没有，5.09清光。,None,国中水务,0
3468,注意随时轧空,反复洗牌,None,乐凯胶片,0
3483,继续观察，,走势严重弱于大盘，不放量不进，,股东,国统股份,1
3488,如题,今天跑命机会再次来，各位把握1,股东,章源钨业,0
3567,金山股份公告因本公司实际控制人中国华电集团公司正在筹划与本公司有关的重大事项，公司股票已于2014年7月21日披露了重大事项停牌公告。经论证，该重大事项涉及重大资产重组，公司拟进入重大资产重组程序。公司拟购买（1）华电能源收购的辽宁华电铁岭公司（以下简称“铁岭公司”）51%股权；（2）铁岭公司其他股东持有的49%股权。公司以及有关各方正在研究论证本次重大资产重组的具体实施方案，须向有关部门咨询论证，且须经有关部门批准，程序比较复杂，经向上海证券交易所申请，公司股票自2014年7月28日起继续停牌，公司股票自2014年7月28日起停牌不超过30日。最新主要指标：每股收益0.5139元  ！金山会停牌到华电能源涨到19.98元才复牌，信不信由你！,主力筹码太少，压盘吸筹不如向上通吃！,None,华电能源,2
3691,开盘卖露天煤业..买001215乘以二的那只股哈..,下午开盘卖出换成002429加一的那只股票,股东,露天煤业,0
3784,日吴家它祖宗,14.2元4万股日上，不解套绝不退出，该死的吴家,None,日上集团,2
3866,选择富安娜,远离罗赖！就算要买同类股，也选择富安娜！,None,罗莱家纺,0
3928,主力拿不到筹，伤脑啊，回调就是买入机会,主力拿不到筹，伤脑啊，回调就是买入机会,None,国元证券,2
4006,卖了，收入6万,卖了，收入6万[大笑][大笑][大笑],股东,中原环保,0
4016,不知道怎么回事,"今天摆乌龙,追高了",股东,世纪华通,0
4020,主力怎么还不发威？？为何今天主力没有大笔买入？？担心！今天8.46死活充不过去了奶奶的,主力怎么还不发威？？为何今天主力没有大笔买入？？担心！今天8.46死活充不过去,股东,万讯自控,2
4028,为什么我割了就涨起来了，晕了,为什么我割了就涨起来了，晕了,None,凯撒股份,1
4047,平高开始中级调整了,平高开始中级调整了,None,平高电气,2
4069,看了挺长时间没出手，一出手就站岗啊！哈哈,晕，9.74站岗了！,股东,全柴动力,0
4090,新庄真毒，,涨停吸货,None,新华龙,2
4106,要吃货请吃下去，而不是挂在那吓人，挂5.70元以下的卖单他们全家归西，我的咒语会让他们今年实现,挂5.66元以下的卖单他们全家归西,None,三力士,2
4151,让庄家慢慢玩去,上27走人，此庄如龟庄。,股东,远方光电,0
4155,哈哈,哪位支持罗赖的大虾，把众帮的3000万股解禁股，接过来呀！,None,罗莱家纺,0
4253,健康元代的一日游行情，今天不能收高，那就会回到解放前的价位了，谨慎追高。。。,靠，一日游行情,股东,健康元,0
4342,我的自选股中，唯一绿色的就是 威远 真他妈的,我的自选股中，唯一绿色的就是 威远 真他妈的,None,威远生化,2
4343,看着这个垃圾的表现，就知道它是在制造恐慌，不信看标题！！,芝麻开花,None,新五丰,2
4348,被套就拿点实际行动，别老是在这里吹来吹去，到酒仙网买一箱牛栏山二锅头支持一下，我反正买了。,天天你们就在这里吹空吹多没意思的。,None,顺鑫农业,2
4383,明日可能回补14.35元缺口毫无疑问，逢高毫不犹豫清仓卖出，拭目以待。,明日可能回补14.35元缺口毫无疑问，逢高毫不犹豫清仓卖出，拭目以待。,None,顺鑫农业,0
4391,他涨的时候我已经走了,他涨的时候我已经走了,None,世纪华通,2
4418,卖一5300手挂单，是150笔，而买一挂单5000手，只有20笔，盘中已出现拖拉机单，主力太喜欢散户疯狂卖出。,可怜散户疯狂挂单,股东,首创股份,2
4422,1,忒弱了，难道这多买单都是假的？,None,宝钛股份,0
4424,两天见分晓,可能要做头耶!,None,宝钛股份,2
4439,垃圾股呀！搞飞机呀,大盘都涨飞天了，我们还被关着，天理不容,股东,星美联合,0
4475,如果今日涨停是50元整数关口以上，那么它会涨停，但是昨日收盘价44.97*1.1=49.46元，今日涨停49.46元，如果今日涨停，那么明日冲击50元整数关口时压力释放会很大，所以今日涨停的可能性不大,广晟有色今日不太可能涨停的原因（要集中力量冲击50元整数关口）,None,广晟有色,1
4477,妈啦个逼的，刚减仓了你又在往上拉。NN……,狗庄，别拉了，歇歇脚呀,None,广晟有色,0
4523,哎，每天都包尾，主力要加油啊！我每次都充当主力！,哎，每天都包尾，主力要加油啊！我每次都充当主力！,股东,开滦股份,2
4607,还涨 只会涨不上了吧,还涨 只会涨不上了吧,None,江中药业,1
4619,坚决否决沈煤修订重组承诺！,大家明天齐心协力！,None,红阳能源,2
4630,大连圣亚真起动价位在15，9元以上,大连圣亚真起动价位在15，9元以上,None,大连圣亚,2
4663,不要左，要右。,有宗申垫底，以后闭着眼睛买股票了！,None,宗申动力,2
4799,加仓10000股，看怎么样,何时解套22.31元的成本,股东,千方科技,1
4904,注意,2点将有1000手大单直接打到11.50,股东,龙源技术,2
4930,追进去，你就等死吧。哈哈,涨了，赶紧追！！,股东,龙大肉食,1
4950,还不上9.6，更待何时？,哈哈！还要跌？,股东,渤海活塞,0
4952,还不上9.6，更待何时？,还不上9.6，更待何时？,股东,渤海活塞,2
